SFTAZ,COUNTY,DISTRICT,MTCTAZ,HHLDS,POP,POPD,EMPRES,EMPRESD,CIE,MED,MIPS,PDR,RETAIL,VISITOR,TOTALEMP,EMPD,NETCON,CROSSING,SAFETY,VITALITY,TOPOLOGY,AREATYPE,SUPERDST,MTCEMP,MTCPOP,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AVGINCQ1,AVGINCQ2,AVGINCQ3,AVGINCQ4,AVGHHINC,SHPOP62P,TOTACRE,RETEMP,SEREMP,OTHEMP,AGREMP,MFGEMP,TRDEMP,SERVICE,PKDISTNO,PKDIST,FREEPARK,SUBPARK,PAIDPARK,PPAYING,PRKAVIND,ONSTREET,OFSTREET,PRKCSTWH,PRKCSTOH,TOTPARK,COLLENROLL,HIGHENROLL,GRADENROLL,SFDU,MFDU,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,HHPOP,GQPOP,DIST15,DIST22,DIST40,DIST51,STATE,CNTY_ID,CNTY_NAM,PUMA,POWPUMA,PLACE_ID,PLACE_NAM,DIST_PLC_1,DIST_PLC_2,DIST_PLC_N,DIST22NAME,DIST40NAME,DISTPLC2_S
822,1,2,38,554,1016,71.19831815,704,49.33426769,55,9,124,0,1,2,191,13.3847232,2,3,3,3,1,1,1,1220,4810,139,94,160,161,0,0,0,0,0,0.21,14.27,0,0,0,0,0,0,66,16,4,0,0.429,0.571,0.46,3.143,1,0,0.796,3.287,294,0,0,1016,38,516,40,62,397,338,179,1015,1,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
823,1,2,38,16,28,5.447470817,20,3.891050584,0,0,0,0,0,0,0,0,2,3,3,3,1,1,1,1220,4810,4,3,5,5,0,0,0,0,0,0.21,5.14,0,0,0,0,0,0,0,16,4,0,0.429,0.571,0.46,3.143,1,0,0.737,3.111,46,0,0,0,1,15,1,2,11,9,5,28,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
824,1,3,43,389,633,42.08776596,424,28.19148936,2,1,41,7,20,0,71,4.720744681,2,2,3,3,2,2,2,2055,5295,79,65,80,165,0,0,0,0,0,0.2,15.04,0,0,0,0,0,0,3,12,2,0.5,0,0.5,0.315,2.286,1,0,0,0,256,0,0,0,48,341,25,18,329,151,109,633,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
825,1,3,43,1162,1891,67.8994614,1268,45.52962298,16,40,130,106,206,2,500,17.95332136,2,2,3,3,2,2,2,2055,5295,237,193,240,492,0,0,0,0,0,0.2,27.85,0,0,0,0,0,0,58,12,2,0.5,0,0.5,0.315,2.286,1,0,0,0,267,0,0,1891,143,1019,76,55,984,451,325,1891,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
826,1,2,23,215,342,18.08566896,183,9.677419355,176,60,4920,5,494,43,5698,301.3220518,3,2,2,3,2,1,1,8035,802,52,46,42,76,0,0,0,0,0,0.33,18.91,0,0,0,0,0,0,279,16,4,0,0.429,0.571,0.46,3.143,0.732,0.268,1.334,3.4,168,0,0,0,11,204,6,6,81,154,95,341,1,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
827,1,2,23,1,2,0.125549278,1,0.062774639,77,15,2780,0,259,3,3134,196.7357188,3,3,3,3,3,1,1,8035,802,0,0,0,0,0,0,0,0,0,0.33,15.93,0,0,0,0,0,0,95,16,4,0,0.429,0.571,0.46,3.143,1,0,1.35,3.449,78,0,0,0,0,1,0,0,0,1,1,2,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
828,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,8035,802,0,0,0,0,0,0,0,0,0,0.33,22.07,0,0,0,0,0,0,0,16,4,0,0.429,0.571,0.46,3.143,1,0,1.059,2.579,107,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
829,1,2,23,339,541,26.5066144,288,14.11073003,132,31,750,5,330,0,1248,61.14649682,3,3,3,3,3,1,1,8035,802,82,72,66,119,0,0,0,0,0,0.33,20.41,0,0,0,0,0,0,163,16,4,0,0.429,0.571,0.46,3.143,1,0,1.148,2.844,99,0,0,0,17,322,9,10,127,244,150,539,2,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
830,1,2,23,0,0,0,0,0,0,0,451,0,3,68,522,41.86046512,3,2,2,3,2,1,1,8035,802,0,0,0,0,0,0,0,0,0,0.33,12.47,0,0,0,0,0,0,68,16,4,0,0.429,0.571,0.46,3.143,0.732,0.268,1.002,2.407,96,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
831,1,2,39,685,1308,66.93961105,772,39.5087001,52,0,148,8,57,3,268,13.71545548,2,2,3,3,1,2,1,999,4081,191,122,192,180,0,0,0,0,0,0.25,19.54,0,0,0,0,0,0,55,19,3,0.25,0.125,0.625,0.2,2.75,1,0,0.809,3.328,214,1083,0,225,61,624,53,87,490,392,286,1308,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
832,1,2,39,167,318,25.60386473,188,15.13687601,39,26,280,3,157,61,566,45.57165862,2,2,3,3,1,2,1,999,4081,47,30,47,44,0,0,0,0,0,0.25,12.42,0,0,0,0,0,0,126,19,3,0.25,0.125,0.625,0.2,2.75,1,0,0.853,3.458,285,318,0,0,15,152,13,21,119,95,70,318,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
833,1,2,41,822,1461,74.35114504,752,38.2697201,289,3,168,3,125,15,603,30.6870229,2,2,2,2,1,1,1,7858,4043,234,154,214,220,0,0,0,0,0,0.25,19.65,0,0,0,0,0,0,307,8,4,0,0.429,0.571,0.255,3.143,1,0,0.785,3.955,62,0,0,0,30,792,40,96,600,401,325,1460,1,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
834,1,2,41,770,1367,60.51350155,703,31.11996459,78,1,265,1,25,2,372,16.46746348,2,2,2,2,1,1,1,7858,4043,219,145,200,206,0,0,0,0,0,0.25,22.59,0,0,0,0,0,0,81,8,4,0,0.429,0.571,0.255,3.143,1,0,0.764,3.892,71,0,0,1367,28,742,37,90,561,375,304,1366,1,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
835,1,2,41,8,14,1.12,7,0.56,23,135,1135,0,162,0,1455,116.4,2,2,2,2,1,1,1,7858,4043,2,2,2,2,0,0,0,0,0,0.25,12.5,0,0,0,0,0,0,158,8,4,0,0.429,0.571,0.255,3.143,1,0,0.897,4.289,39,0,0,0,0,8,0,1,6,4,3,14,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
836,1,2,40,268,436,28.64651774,297,19.51379763,22,10,114,0,1457,109,1712,112.4835742,3,2,3,3,2,2,1,2275,4389,64,44,58,102,0,0,0,0,0,0.23,15.22,0,0,0,0,0,0,141,19,3,0.25,0.125,0.625,0.2,2.75,0.529,0.472,0.862,2.785,307,0,0,0,18,250,13,13,192,132,86,436,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
837,1,2,40,295,482,31.56516045,327,21.41453831,145,0,25,0,1,0,171,11.19842829,3,2,3,3,2,2,1,2275,4389,71,48,64,113,0,0,0,0,0,0.23,15.27,0,0,0,0,0,0,145,19,3,0.25,0.125,0.625,0.2,2.75,0.529,0.472,0.713,2.338,308,0,482,0,20,275,14,14,213,146,95,482,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
838,1,3,43,724,1177,31.42857143,789,21.06809079,4,23,59,21,9,0,116,3.097463284,2,2,3,3,2,2,2,2055,5295,148,120,149,307,0,0,0,0,0,0.2,37.45,0,0,0,0,0,0,27,12,2,0.5,0,0.5,0.315,2.286,1,0,0,0,250,0,0,0,89,635,47,34,613,281,202,1177,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
839,1,3,43,216,351,14.77272727,235,9.890572391,0,0,81,23,52,0,156,6.565656566,2,2,3,3,2,2,2,2055,5295,44,36,45,91,0,0,0,0,0,0.2,23.76,0,0,0,0,0,0,0,12,2,0.5,0,0.5,0.315,2.286,1,0,0,0,159,0,0,0,27,189,14,10,183,84,60,351,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
840,1,3,51,290,483,15.89861751,330,10.86240948,3,3,44,14,135,0,199,6.55036208,2,3,3,3,2,2,2,1052,3530,49,47,65,129,0,0,0,0,0,0.19,30.38,0,0,0,0,0,0,6,12,2,0.5,0,0.5,0.315,2.286,1,0,0,0,395,0,0,0,43,247,25,16,245,117,79,483,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
841,1,3,51,0,0,0,0,0,603,0,0,0,19,0,622,40.65359477,2,3,3,3,2,2,2,1052,3530,0,0,0,0,0,0,0,0,0,0.19,15.3,0,0,0,0,0,0,603,12,2,0.5,0,0.5,0.315,2.286,1,0,0.235,0.655,199,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
842,1,3,51,650,1084,47.23311547,741,32.2875817,32,0,43,12,9,0,96,4.183006536,2,3,3,3,2,2,2,1052,3530,110,106,146,288,0,0,0,0,0,0.19,22.95,0,0,0,0,0,0,32,12,2,0.5,0,0.5,0.315,2.286,1,0,0,0,279,0,0,1084,96,554,57,36,549,263,178,1083,1,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
843,1,4,71,342,724,66.91312384,429,39.64879852,148,135,244,64,258,4,853,78.83548983,3,3,3,3,3,2,2,4288,4215,22,27,42,252,0,0,0,0,0,0.22,10.82,0,0,0,0,0,0,287,18,7,0.333,0,0.667,0.2,2,0.894,0.106,0.265,0.745,358,0,0,0,110,232,44,78,237,233,133,723,1,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
844,1,3,43,113,184,3.694779116,123,2.469879518,27,0,270,1,36,8,342,6.86746988,2,2,3,3,2,2,2,2055,5295,23,19,23,48,0,0,0,0,0,0.2,49.8,0,0,0,0,0,0,35,12,2,0.5,0,0.5,0.315,2.286,0.966,0.034,0,0,186,0,0,0,14,99,7,5,96,44,32,184,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
845,1,3,43,740,1203,50.37688442,807,33.79396985,54,57,206,41,175,8,541,22.65494137,2,2,3,3,2,2,2,2055,5295,151,123,153,313,0,0,0,0,0,0.2,23.88,0,0,0,0,0,0,119,12,2,0.5,0,0.5,0.315,2.286,0.966,0.034,0,0,89,0,0,0,91,649,48,35,626,287,207,1203,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
846,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,2055,5295,0,0,0,0,0,0,0,0,0,0.2,19.7,0,0,0,0,0,0,0,12,2,0.5,0,0.5,0.315,2.286,0.966,0.034,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,24,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
847,1,2,40,0,0,0,0,0,13,0,45,0,190,252,500,23.09468822,3,2,3,3,2,2,1,2275,4389,0,0,0,0,0,0,0,0,0,0.23,21.65,0,0,0,0,0,0,265,8,3,0,0.429,0.571,0.255,3.143,0.758,0.242,0.78,2.539,378,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
848,1,2,40,261,426,28.06324111,290,19.10408432,18,9,82,0,3,0,112,7.378129117,3,2,3,3,1,2,1,2275,4389,62,42,56,100,0,0,0,0,0,0.23,15.18,0,0,0,0,0,0,27,19,3,0.25,0.125,0.625,0.2,2.75,1,0,0.806,2.617,183,0,0,0,18,243,12,12,188,129,84,426,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
849,1,2,40,254,414,27.30870712,281,18.53562005,4,3,37,0,2,0,46,3.034300792,3,2,3,3,1,2,1,2275,4389,61,41,55,97,0,0,0,0,0,0.23,15.16,0,0,0,0,0,0,7,19,3,0.25,0.125,0.625,0.2,2.75,1,0,0.8,2.6,182,0,0,0,17,237,12,12,183,125,82,414,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
850,1,2,40,284,463,30.42049934,315,20.69645204,194,18,214,1,166,73,666,43.75821288,3,2,3,3,2,2,1,2275,4389,68,46,61,109,0,0,0,0,0,0.23,15.22,0,0,0,0,0,0,285,8,3,0,0.429,0.571,0.255,3.143,0.758,0.242,0.809,2.626,266,0,0,0,19,265,14,14,204,140,91,463,0,3,2,2,11,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
851,1,2,41,2,3,0.074589756,1,0.024863252,83,29,688,17,1497,197,2511,62.43162606,2,2,3,3,3,1,1,7858,4043,1,0,1,1,0,0,0,0,0,0.25,40.22,0,0,0,0,0,0,309,8,4,0,0.429,0.571,0.255,3.143,0.13,0.87,0.803,4.01,1615,0,0,0,0,2,0,0,1,1,1,3,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
852,1,2,41,76,135,4.726890756,70,2.450980392,96,39,176,4,383,1161,1859,65.09103641,2,2,3,3,3,1,1,7858,4043,22,14,20,20,0,0,0,0,0,0.25,28.56,0,0,0,0,0,0,1296,8,4,0,0.429,0.571,0.255,3.143,0.13,0.87,0.806,4.019,1146,0,0,0,3,73,4,9,55,37,30,135,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
853,1,2,41,472,837,31.33657806,431,16.13627855,179,7,824,0,251,15,1276,47.7723699,2,2,3,3,3,1,1,7858,4043,134,89,123,126,0,0,0,0,0,0.25,26.71,0,0,0,0,0,0,201,8,4,0,0.429,0.571,0.255,0.25,0.75,1.214,0.823,4.068,1189,837,0,0,17,455,23,55,343,230,186,837,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
854,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,1,1,7858,4043,0,0,0,0,0,0,0,0,0,0.25,24.92,0,0,0,0,0,0,0,8,4,0,0.429,0.571,0.255,0.25,0.75,1.214,0.752,3.857,1109,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
855,1,2,41,31,55,3.583061889,28,1.824104235,51,0,58,0,119,0,228,14.8534202,2,2,3,3,3,1,1,7858,4043,9,6,8,8,0,0,0,0,0,0.25,15.35,0,0,0,0,0,0,51,8,4,0,0.429,0.571,0.255,0.25,0.75,1.214,0.774,3.923,683,0,0,0,1,30,1,4,23,15,12,55,0,3,2,2,10,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,2,1
856,1,4,52,399,1169,24.88292891,643,13.68667518,0,0,46,3,7,0,56,1.191996594,1,3,3,1,1,3,2,1108,3269,75,90,115,118,0,0,0,0,0,0.03,46.98,0,0,0,0,0,0,0,17,1,0.5,0,0.5,1,2.286,1,0,0,0,836,0,0,0,106,293,109,141,757,148,13,1163,6,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
857,1,4,52,4,12,0.166274075,6,0.083137038,0,0,0,0,0,0,0,0,1,3,3,1,1,3,2,1108,3269,1,1,1,1,0,0,0,0,0,0.03,72.17,0,0,0,0,0,0,0,17,1,0.5,0,0.5,1,2.286,1,0,0,0,83,0,0,0,1,3,1,1,8,2,0,12,0,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
858,1,4,52,36,105,3.914988814,58,2.16256525,1,0,4,3,26,0,34,1.267710664,1,3,3,1,1,3,2,1108,3269,7,8,10,11,0,0,0,0,0,0.03,26.82,0,0,0,0,0,0,1,17,1,0.5,0,0.5,1,2.286,1,0,0,0,320,0,0,0,10,26,10,13,68,13,1,105,0,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
859,1,4,52,30,88,0.499177492,49,0.277951103,13,0,694,51,77,0,835,4.736513699,1,3,3,1,1,3,2,1108,3269,6,7,9,9,0,0,0,0,0,0.03,176.29,0,0,0,0,0,0,13,17,1,0.5,0,0.5,1,2.286,1,0,0,0,146,0,0,0,8,22,8,11,57,11,1,88,0,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
860,1,4,52,47,138,4.016298021,76,2.211874272,0,0,156,20,3,0,179,5.209545984,1,3,3,1,1,3,2,1108,3269,9,11,14,14,0,0,0,0,0,0.03,34.36,0,0,0,0,0,0,0,17,1,0.5,0,0.5,1,2.286,1,0,0,0,297,0,0,0,12,35,13,17,89,18,1,138,0,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
861,1,4,52,93,271,2.817047817,149,1.548856549,0,0,0,0,0,0,0,0,1,3,3,1,1,3,2,1108,3269,18,21,27,28,0,0,0,0,0,0.03,96.2,0,0,0,0,0,0,0,17,1,0.5,0,0.5,1,2.286,1,0,0,0,263,0,0,0,25,68,25,33,176,34,3,270,1,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
862,1,4,52,99,290,2.777245738,160,1.532273511,0,0,734,0,183,0,917,8.781842559,1,3,3,1,1,3,2,1108,3269,19,22,29,29,0,0,0,0,0,0.03,104.42,0,0,0,0,0,0,0,17,1,0.5,0,0.5,1,2.286,1,0,0,0,879,0,0,0,26,73,27,35,188,37,3,289,1,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
863,1,4,52,34,100,1.018641133,55,0.560252623,0,0,3,0,0,0,3,0.030559234,1,3,3,1,1,3,2,1108,3269,6,8,10,10,0,0,0,0,0,0.03,98.17,0,0,0,0,0,0,0,17,1,0.5,0,0.5,1,2.286,1,0,0,0,198,0,0,0,9,25,9,12,65,13,1,99,1,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
864,1,4,52,10,30,0.583657588,17,0.3307393,2,0,14,2,0,1,19,0.369649805,1,3,3,1,1,3,2,1108,3269,2,2,3,3,0,0,0,0,0,0.03,51.4,0,0,0,0,0,0,3,17,1,0.5,0,0.5,1,2.286,1,0,0,0,682,0,0,0,3,7,3,4,19,4,0,30,0,7,1,4,25,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
865,1,1,42,0,6,0.037902716,0,0,3,0,14,0,0,4,21,0.132659507,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,158.3,0,0,0,0,0,0,7,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,6,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
866,1,1,42,0,2,0.04950495,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,40.4,0,0,0,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
867,1,1,42,0,0,0,0,0,15,0,5,3,4,0,27,0.411459921,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,65.62,0,0,0,0,0,0,15,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
868,1,1,42,0,0,0,0,0,35,0,242,0,3,0,280,3.893756084,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,71.91,0,0,0,0,0,0,35,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
869,1,1,42,0,205,3.769768297,0,0,9,0,27,1,2,0,39,0.717175432,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,54.38,0,0,0,0,0,0,9,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,30,141,24,2,0,205,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
870,1,1,42,0,12,0.194457948,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,61.71,0,0,0,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,0,12,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
871,1,1,42,724,2463,31.78064516,1339,17.27741935,53,0,28,0,1,0,82,1.058064516,1,3,3,1,1,3,1,804,6879,140,134,183,267,0,0,0,0,0,0.02,77.5,0,0,0,0,0,0,53,17,1,0,0,0,1,0,0,0,0,0,0,0,0,2463,170,554,105,356,1691,293,18,2463,0,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
872,1,1,42,0,0,0,0,0,17,0,51,0,3,0,71,1.818181818,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,39.05,0,0,0,0,0,0,17,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,5,1
873,1,8,163,750,2780,48.49119135,1163,20.28606314,141,70,21,32,52,5,321,5.599162742,2,2,2,1,3,3,3,204,4545,211,223,195,122,0,0,0,0,0,0.21,57.33,0,0,0,0,0,0,216,24,25,0.333,0.167,0.5,1,1.889,0.916,0.084,0,0,570,0,0,2780,603,147,213,473,818,769,506,2735,45,10,14,5,37,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
874,1,8,163,534,1979,42.14224872,829,17.65332198,2,5,27,26,6,0,66,1.405451448,2,1,2,2,2,3,3,204,4545,150,159,139,87,0,0,0,0,0,0.21,46.96,0,0,0,0,0,0,7,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,637,0,0,0,429,105,152,337,582,547,361,1947,32,10,14,5,37,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
875,1,9,149,281,909,28.97672936,338,10.77462544,5,3,14,9,21,2,54,1.721389863,2,2,2,2,2,3,3,2010,5234,88,52,68,73,0,0,0,0,0,0.18,31.37,0,0,0,0,0,0,10,24,22,0.333,0.167,0.5,1,1.889,1,0,0,0,116,0,0,0,203,78,50,170,284,272,133,909,0,9,5,5,31,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
876,1,9,149,376,1216,17.23844627,453,6.42188829,3,0,0,52,12,0,67,0.949815707,2,2,2,2,2,3,3,2010,5234,117,70,91,98,0,0,0,0,0,0.18,70.54,0,0,0,0,0,0,3,24,22,0.333,0.167,0.5,1,1.889,1,0,0,0,260,0,0,0,271,105,66,227,381,364,178,1216,0,9,5,5,31,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
877,1,8,159,808,2783,43.84057971,1173,18.47826087,3,6,46,32,5,0,92,1.449275362,2,1,2,2,2,3,3,192,5047,197,218,217,176,0,0,0,0,0,0.21,63.48,0,0,0,0,0,0,9,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,399,0,0,0,635,173,216,443,828,806,490,2779,4,10,14,5,37,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
878,1,8,159,11,39,0.664734958,16,0.272711778,0,0,0,0,1,0,1,0.017044486,2,1,2,2,2,3,3,192,5047,3,3,3,2,0,0,0,0,0,0.21,58.67,0,0,0,0,0,0,0,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,368,0,0,0,9,2,3,6,12,11,7,39,0,10,14,5,37,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
879,1,9,149,730,2363,19.85213812,880,7.393094178,208,6,202,34,35,0,485,4.074603041,2,2,3,2,3,3,3,2010,5234,228,135,176,191,0,0,0,0,0,0.18,119.03,0,0,0,0,0,0,214,20,22,0.5,0,0.5,1,1.375,0.4,0.6,0,0,1181,0,0,0,527,203,129,441,740,707,347,2363,0,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
880,1,9,149,445,1442,16.11713423,537,6.002011848,111,28,308,262,143,25,877,9.802168325,2,2,3,2,3,3,3,2010,5234,139,82,107,116,0,0,0,0,0,0.18,89.47,0,0,0,0,0,0,164,20,22,0.5,0,0.5,1,1.375,0.4,0.6,0,0,602,0,0,0,321,124,79,269,451,431,212,1441,1,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
881,1,9,149,524,1698,12.67164179,633,4.723880597,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,2010,5234,164,97,126,137,0,0,0,0,0,0.18,134,0,0,0,0,0,0,0,20,22,0.5,0,0.5,1,0.143,0.857,0.368,0,0,7295,0,0,0,378,146,93,317,531,508,249,1698,0,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
882,1,9,149,513,1662,19.33907377,618,7.191063533,0,0,2,11,0,0,13,0.151268327,2,2,3,2,3,3,3,2010,5234,160,95,124,134,0,0,0,0,0,0.18,85.94,0,0,0,0,0,0,0,20,22,0.5,0,0.5,1,0.143,0.857,0.368,0,0,4682,0,0,0,370,143,91,310,520,497,244,1662,0,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
883,1,6,189,786,1868,40.17204301,899,19.33333333,2,2,102,43,150,0,299,6.430107527,2,2,2,2,2,2,4,355,8044,281,209,184,113,0,0,0,0,0,0.2,46.5,0,0,0,0,0,0,4,21,19,0.75,0,0.25,1,2.25,1,0,0,0,213,0,0,0,180,606,121,224,737,469,316,1868,0,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
