SFTAZ,COUNTY,DISTRICT,MTCTAZ,HHLDS,POP,POPD,EMPRES,EMPRESD,CIE,MED,MIPS,PDR,RETAIL,VISITOR,TOTALEMP,EMPD,NETCON,CROSSING,SAFETY,VITALITY,TOPOLOGY,AREATYPE,SUPERDST,MTCEMP,MTCPOP,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AVGINCQ1,AVGINCQ2,AVGINCQ3,AVGINCQ4,AVGHHINC,SHPOP62P,TOTACRE,RETEMP,SEREMP,OTHEMP,AGREMP,MFGEMP,TRDEMP,SERVICE,PKDISTNO,PKDIST,FREEPARK,SUBPARK,PAIDPARK,PPAYING,PRKAVIND,ONSTREET,OFSTREET,PRKCSTWH,PRKCSTOH,TOTPARK,COLLENROLL,HIGHENROLL,GRADENROLL,SFDU,MFDU,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,HHPOP,GQPOP,DIST15,DIST22,DIST40,DIST51,STATE,CNTY_ID,CNTY_NAM,PUMA,POWPUMA,PLACE_ID,PLACE_NAM,DIST_PLC_1,DIST_PLC_2,DIST_PLC_N,DIST22NAME,DIST40NAME,DISTPLC2_S
884,1,6,190,480,811,32.50501002,522,20.92184369,0,0,11,0,24,0,35,1.402805611,2,2,2,2,2,3,4,1049,1814,140,130,112,97,0,0,0,0,0,0.19,24.95,0,0,0,0,0,0,0,21,19,0.75,0,0.25,1,2.25,1,0,0,0,114,0,0,0,77,403,26,55,361,241,128,811,0,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
885,1,6,168,324,1000,37.72161449,436,16.44662392,5,0,11,6,8,0,30,1.131648435,2,2,2,1,2,3,4,453,10289,95,78,97,53,0,0,0,0,0,0.21,26.51,0,0,0,0,0,0,5,21,24,0.75,0,0.25,1,2.25,1,0,0,0,1327,0,0,0,286,38,60,156,295,313,175,992,8,10,6,6,36,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,6,1
886,1,6,168,183,562,30.71038251,244,13.33333333,13,4,5,15,6,0,43,2.349726776,2,2,2,1,2,3,4,453,10289,54,44,55,30,0,0,0,0,0,0.21,18.3,0,0,0,0,0,0,17,21,24,0.75,0,0.25,1,2.25,0.96,0.04,0,0,781,0,0,0,161,22,34,88,166,176,98,558,4,10,6,6,36,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,6,1
887,1,6,189,298,708,47.07446809,341,22.67287234,0,0,4,0,2,0,6,0.39893617,2,2,2,2,2,2,4,355,8044,106,79,70,43,0,0,0,0,0,0.2,15.04,0,0,0,0,0,0,0,21,19,0.75,0,0.25,1,2.25,1,0,0,0,467,0,0,0,68,230,46,85,279,178,120,708,0,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
888,1,6,189,394,936,46.29080119,450,22.25519288,6,0,4,1,9,0,20,0.989119683,2,2,2,2,2,2,4,355,8044,141,105,92,56,0,0,0,0,0,0.2,20.22,0,0,0,0,0,0,6,21,19,0.75,0,0.25,1,2.25,1,0,0,0,170,0,0,936,90,304,61,112,369,235,158,936,0,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
889,1,9,148,349,1333,41.76065163,433,13.56516291,15,18,87,19,23,1,163,5.106516291,2,2,2,1,3,3,3,1658,4266,191,67,62,28,0,0,0,0,0,0.15,31.92,0,0,0,0,0,0,34,20,22,0.5,0,0.5,1,1.375,1,0,0,0,235,0,0,0,213,136,139,357,388,274,175,1329,4,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
890,1,9,148,267,1018,28.85487528,331,9.382086168,58,0,8,51,2,0,119,3.373015873,2,2,2,1,3,3,3,1658,4266,146,51,48,21,0,0,0,0,0,0.15,35.28,0,0,0,0,0,0,58,20,22,0.5,0,0.5,1,1.375,1,0,0,0,259,0,0,1018,163,104,106,273,296,209,134,1016,2,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
891,1,9,148,416,1588,36.82745826,517,11.98979592,23,0,24,147,11,0,205,4.754174397,3,2,3,2,1,3,3,1658,4266,228,80,74,33,0,0,0,0,0,0.15,43.12,0,0,0,0,0,0,23,20,22,0.5,0,0.5,1,1.375,1,0,0,0,225,0,0,0,254,162,166,425,462,326,208,1585,3,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
892,1,9,148,0,0,0,0,0,0,0,6,199,4,0,209,5.839620006,3,2,3,2,1,3,3,1658,4266,0,0,0,0,0,0,0,0,0,0.15,35.79,0,0,0,0,0,0,0,20,22,0.5,0,0.5,1,1.375,1,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,32,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
893,1,8,158,96,290,1.64978951,116,0.659915804,22,0,4,4,11,0,41,0.233246103,1,2,1,1,1,3,3,296,809,29,7,47,13,0,0,0,0,0,0.19,175.78,0,0,0,0,0,0,22,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,124,0,0,0,87,9,13,78,74,79,46,290,0,9,5,5,31,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
894,1,8,158,4,12,0.070191858,5,0.029246607,64,0,1,0,0,0,65,0.380205896,1,2,1,1,1,3,3,296,809,1,0,2,1,0,0,0,0,0,0.19,170.96,0,0,0,0,0,0,64,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,121,0,0,12,4,0,1,3,3,3,2,12,0,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
895,1,8,158,130,393,8.245908519,157,3.294167016,133,0,2,5,25,0,165,3.462022661,1,2,1,1,1,3,3,296,809,39,10,64,17,0,0,0,0,0,0.19,47.66,0,0,0,0,0,0,133,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,385,0,0,393,118,12,17,106,101,107,62,393,0,9,5,5,31,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
896,1,9,148,22,85,2.891156463,28,0.952380952,2,53,60,698,21,0,834,28.36734694,3,2,3,2,1,3,3,1658,4266,12,4,4,2,0,0,0,0,0,0.15,29.4,0,0,0,0,0,0,55,20,22,0.5,0,0.5,1,1.375,1,0,0,0,259,0,0,0,13,9,9,23,25,17,11,85,0,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
897,1,9,148,63,239,7.027344899,77,2.264039988,17,2,58,478,23,0,578,16.99500147,3,2,3,2,1,3,3,1658,4266,35,12,11,5,0,0,0,0,0,0.15,34.01,0,0,0,0,0,0,19,20,22,0.5,0,0.5,1,1.375,1,0,0,0,299,0,0,0,38,25,25,64,70,49,31,238,1,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
898,1,6,169,141,397,15.00377929,199,7.520786092,0,0,9,4,0,0,13,0.491307634,2,2,3,2,2,3,4,1768,7132,24,15,29,74,0,0,0,0,0,0.25,26.46,0,0,0,0,0,0,0,21,19,0.75,0,0.25,1,2.25,1,0,0,0,253,0,0,0,130,11,22,63,86,143,84,396,1,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
899,1,6,169,199,560,18.42711418,281,9.246462652,16,3,18,15,9,1,62,2.040144784,2,2,3,2,2,3,4,1768,7132,33,20,40,105,0,0,0,0,0,0.25,30.39,0,0,0,0,0,0,20,21,19,0.75,0,0.25,1,2.25,1,0,0,0,290,0,0,0,184,15,31,89,121,201,118,559,1,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
900,1,8,152,521,1684,33.51910828,776,15.44585987,24,0,38,10,3,0,75,1.492834395,2,3,2,1,2,3,3,335,4308,117,109,166,129,0,0,0,0,0,0.23,50.24,0,0,0,0,0,0,24,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,146,0,0,0,491,30,115,273,466,497,333,1657,27,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
901,1,8,152,149,482,9.510655091,222,4.380426204,2,0,11,4,1,0,18,0.355169692,2,3,2,1,2,3,3,335,4308,34,31,47,37,0,0,0,0,0,0.23,50.68,0,0,0,0,0,0,2,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,148,0,0,0,140,9,33,78,133,142,95,474,8,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
902,1,9,147,32,120,4.6875,39,1.5234375,3,1,26,264,18,0,312,12.1875,2,2,1,1,2,3,3,1110,5321,13,7,7,5,0,0,0,0,0,0.17,25.6,0,0,0,0,0,0,4,20,22,0.5,0,0.5,1,1.375,1,0,0,0,1964,0,0,0,22,10,11,28,35,30,17,118,2,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
903,1,9,147,3,11,0.357607282,4,0.130039012,0,0,5,88,77,0,170,5.526657997,2,2,1,1,2,3,3,1110,5321,1,1,1,0,0,0,0,0,0,0.17,30.76,0,0,0,0,0,0,0,20,22,0.5,0,0.5,1,1.375,1,0,0,0,597,0,0,0,2,1,1,3,3,3,2,11,0,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
904,1,9,147,106,396,8.293193717,129,2.701570681,2,1,34,522,36,0,595,12.46073298,2,2,1,1,2,3,3,1110,5321,43,24,23,16,0,0,0,0,0,0.17,47.75,0,0,0,0,0,0,3,20,22,0.5,0,0.5,1,1.375,1,0,0,0,555,0,0,0,74,32,37,92,114,99,55,388,8,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
905,1,9,150,312,1348,36.26580576,527,14.17810062,18,8,12,22,20,4,84,2.259887006,2,1,1,1,1,3,3,2096,3097,92,69,100,50,0,0,0,0,0,0.15,37.17,0,0,0,0,0,0,30,20,22,0.5,0,0.5,1,1.375,1,0,0,0,87,0,0,1348,228,84,125,265,450,344,164,1322,26,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
906,1,9,150,105,450,7.858889277,179,3.126091512,68,54,329,593,79,9,1132,19.76947258,2,1,1,1,1,3,3,2096,3097,31,23,34,17,0,0,0,0,0,0.15,57.26,0,0,0,0,0,0,131,20,22,0.5,0,0.5,1,1.375,1,0,0,0,134,0,0,0,77,28,42,88,150,115,55,448,2,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
907,1,9,150,319,1377,20.86363636,540,8.181818182,62,35,153,383,120,7,760,11.51515152,2,1,1,1,1,3,3,2096,3097,94,71,102,52,0,0,0,0,0,0.15,66,0,0,0,0,0,0,104,20,22,0.5,0,0.5,1,1.375,1,0,0,0,154,0,0,0,233,86,128,270,460,352,167,1352,25,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
908,1,8,132,448,1242,35.31418823,669,19.02189366,15,11,71,35,114,0,246,6.994597668,2,3,3,2,2,3,3,1596,3750,95,73,94,186,0,0,0,0,0,0.22,35.17,0,0,0,0,0,0,26,21,20,0.75,0,0.25,1,2.25,1,0,0,0,844,0,0,0,381,67,78,174,342,430,218,1236,6,11,6,5,42,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
909,1,8,132,133,369,18.95223421,199,10.22085259,2,0,6,1,1,0,10,0.513610683,2,3,3,2,2,3,3,1596,3750,28,22,28,55,0,0,0,0,0,0.22,19.47,0,0,0,0,0,0,2,21,20,0.75,0,0.25,1,2.25,1,0,0,0,467,0,0,0,113,20,23,52,102,128,65,367,2,11,6,5,42,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
910,1,8,134,513,1761,38.66081229,785,17.233809,10,0,33,30,8,0,81,1.778265642,2,3,3,2,2,3,3,1051,8564,142,125,148,98,0,0,0,0,0,0.2,45.55,0,0,0,0,0,0,10,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,1543,0,0,0,433,80,118,265,543,538,296,1751,10,10,14,5,34,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
911,1,8,134,122,417,21.67359667,186,9.667359667,3,7,5,1,5,1,22,1.143451143,2,1,2,2,1,3,3,1051,8564,34,30,35,23,0,0,0,0,0,0.2,19.24,0,0,0,0,0,0,11,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,221,0,0,0,103,19,28,63,129,127,70,415,2,10,14,5,34,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
912,1,8,134,117,399,10.10638298,177,4.483282675,0,0,30,3,4,0,37,0.937183384,2,1,2,2,1,3,3,1051,8564,32,29,34,22,0,0,0,0,0,0.2,39.48,0,0,0,0,0,0,0,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,455,0,0,0,99,18,27,60,123,122,67,397,2,10,14,5,34,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
913,1,6,169,160,450,11.81102362,225,5.905511811,26,61,58,22,20,2,189,4.960629921,2,3,2,2,3,3,4,1768,7132,27,16,33,84,0,0,0,0,0,0.25,38.1,0,0,0,0,0,0,89,21,19,0.75,0,0.25,1,2.25,1,0,0,0,155,0,0,0,148,12,25,72,97,162,95,449,1,10,7,6,36,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
914,1,6,169,135,379,11.62933415,190,5.830009205,2,0,7,3,4,0,16,0.490948144,2,3,2,2,3,3,4,1768,7132,23,14,27,71,0,0,0,0,0,0.25,32.59,0,0,0,0,0,0,2,21,19,0.75,0,0.25,1,2.25,1,0,0,0,133,0,0,0,125,10,21,60,82,136,80,379,0,10,7,6,36,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
915,1,8,132,396,1094,16.62108782,591,8.979033728,90,0,36,39,78,0,243,3.691886964,2,3,3,2,2,3,3,1596,3750,84,64,83,164,0,0,0,0,0,0.22,65.82,0,0,0,0,0,0,90,21,20,0.75,0,0.25,1,2.25,1,0,0,0,418,0,1094,0,337,59,69,153,301,379,192,1092,2,11,6,5,42,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
916,1,8,132,246,681,21.14250233,367,11.39397703,0,0,16,12,2,0,30,0.931387768,2,3,3,2,2,3,3,1596,3750,52,40,51,102,0,0,0,0,0,0.22,32.21,0,0,0,0,0,0,0,21,20,0.75,0,0.25,1,2.25,1,0,0,0,205,0,0,0,209,37,43,96,188,236,119,678,3,11,6,5,42,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
917,1,6,188,623,2680,26.6481058,1324,13.16495973,4404,9,673,9,379,0,5474,54.42975042,1,1,2,3,2,2,4,9446,4040,330,132,73,88,0,0,0,0,0,0.14,100.57,0,0,0,0,0,0,4413,21,19,0.333,0.167,0.5,1,0.625,0.375,0.368,0.207,0.573,553,2654,26,0,68,555,55,728,1283,271,344,1475,1205,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
918,1,6,188,148,670,4.862119013,314,2.278664731,433,278,51,20,1609,26,2417,17.53991292,1,1,2,3,2,2,4,9446,4040,78,31,17,21,0,0,0,0,0,0.14,137.8,0,0,0,0,0,0,737,21,19,0.75,0,0.25,1,2.25,1,0,0,0,299,0,501,169,16,132,14,182,321,68,86,349,321,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
919,1,4,53,0,0,0,0,0,22,0,45,0,0,0,67,1.099622518,2,2,2,3,1,3,2,965,175,0,0,0,0,0,0,0,0,0,0.05,60.93,0,0,0,0,0,0,22,9,11,0.533,0,0.467,1,1.875,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,28,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
920,1,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,3,2,965,175,0,0,0,0,0,0,0,0,0,0.05,42.33,0,0,0,0,0,0,0,9,11,0.533,0,0.467,1,1.875,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,28,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
921,1,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,3,2,965,175,0,0,0,0,0,0,0,0,0,0.05,30.04,0,0,0,0,0,0,0,6,11,0.556,0.056,0.389,0.253,2.136,1,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,14,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
922,1,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,3,2,965,175,0,0,0,0,0,0,0,0,0,0.05,43.54,0,0,0,0,0,0,0,9,11,0.533,0,0.467,1,1.875,1,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,28,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
923,1,7,53,0,0,0,0,0,0,0,58,3,23,0,84,3.227045716,2,2,2,3,1,3,2,965,175,0,0,0,0,0,0,0,0,0,0.05,26.03,0,0,0,0,0,0,0,9,11,0.533,0,0.467,1,1.875,0.658,0.342,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,28,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
924,1,9,109,954,1780,86.82926829,157,7.658536585,0,0,1087,0,1191,0,2278,111.1219512,1,2,2,1,2,2,3,5741,7736,505,242,27,181,0,0,0,0,0,0.18,20.5,0,0,0,0,0,0,0,15,14,0.6,0,0.4,0.298,1.8,0.345,0.655,0.617,1.35,538,0,0,0,3,951,59,166,794,496,265,1751,29,5,4,3,18,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,3,1
925,1,9,109,290,539,40.74074074,47,3.552532124,88,8,695,181,89,0,1061,80.19652305,1,2,2,1,2,2,3,5741,7736,153,74,8,55,0,0,0,0,0,0.18,13.23,0,0,0,0,0,0,96,15,14,0.6,0,0.4,0.298,1.8,0.345,0.655,0.567,1.2,361,0,0,0,1,289,18,50,240,150,80,532,7,2,4,3,6,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,3,1
926,1,9,109,0,0,0,0,0,0,0,1,0,0,0,1,0.045745654,1,2,2,1,2,2,3,5741,7736,0,0,0,0,0,0,0,0,0,0.18,21.86,0,0,0,0,0,0,0,15,14,0.6,0,0.4,0.298,0.2,0.8,0.368,0.482,0.945,307,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,3,1
927,1,9,110,436,809,29.74264706,71,2.610294118,0,0,0,0,12,0,12,0.441176471,1,1,1,1,1,3,3,1592,1544,231,110,12,83,0,0,0,0,0,0.18,27.2,0,0,0,0,0,0,0,15,14,0.6,0,0.4,0.298,1.8,1,0,0,0,295,0,0,0,1,435,27,75,361,225,121,801,8,5,4,3,18,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,3,1
928,1,9,109,622,1170,58.47076462,102,5.097451274,0,0,0,0,36,0,36,1.79910045,1,2,2,1,2,2,3,5741,7736,329,158,18,118,0,0,0,0,0,0.18,20.01,0,0,0,0,0,0,0,15,14,0.6,0,0.4,0.298,1.8,0.345,0.655,0.466,0.898,446,0,0,0,2,620,39,109,522,326,174,1141,29,5,4,3,18,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,3,1
929,1,9,110,346,640,18.72440023,57,1.667641896,0,0,71,0,0,0,71,2.077238151,1,1,1,1,1,3,3,1592,1544,183,88,10,66,0,0,0,0,0,0.18,34.18,0,0,0,0,0,0,0,15,14,0.6,0,0.4,0.298,0.2,0.8,0.368,0,0,241,640,0,0,1,345,21,60,286,178,95,636,4,5,4,3,18,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,3,1
930,1,1,5,0,0,0,0,0,12,0,258,0,507,0,777,210.5691057,2,2,3,3,3,0,1,17503,935,0,0,0,0,0,0,0,0,0,0.25,3.69,0,0,0,0,0,0,12,27,9,0.25,0.125,0.625,0.513,2.8,1,0,0.324,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
931,1,1,5,0,0,0,0,0,101,62,593,47,442,0,1245,477.0114943,2,2,3,3,3,0,1,17503,935,0,0,0,0,0,0,0,0,0,0.25,2.61,0,0,0,0,0,0,163,27,9,0.25,0.125,0.625,0.513,2.8,1,0,1.035,1.207,110,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
932,1,1,5,38,62,17.17451524,29,8.033240997,162,14,885,1,617,18,1697,470.0831025,2,2,3,3,3,0,1,17503,935,26,7,3,2,0,0,0,0,0,0.25,3.61,0,0,0,0,0,0,194,27,9,0.25,0.125,0.625,0.513,2.8,1,0,1.457,2.47,173,0,0,0,1,37,2,5,20,22,13,61,1,1,3,1,2,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
933,1,1,5,9,14,3.878116343,7,1.939058172,16,145,600,17,507,0,1285,355.9556787,2,2,3,3,3,0,1,17503,935,6,2,1,0,0,0,0,0,0,0.25,3.61,0,0,0,0,0,0,161,27,9,0.25,0.125,0.625,0.513,2.8,0.042,0.958,1.401,2.304,522,0,0,0,0,9,0,1,5,5,3,14,0,1,3,1,2,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
934,1,1,5,77,124,34.73389356,59,16.52661064,168,2,934,0,798,0,1902,532.7731092,2,2,3,3,3,0,1,17503,935,53,14,6,4,0,0,0,0,0,0.25,3.57,0,0,0,0,0,0,170,27,9,0.25,0.125,0.625,0.513,2.8,1,0,1.552,2.756,108,0,0,0,2,75,4,9,41,43,26,122,2,1,3,1,2,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
935,1,1,5,0,0,0,0,0,239,0,987,0,1018,8,2252,798.5815603,2,2,3,3,3,0,1,17503,935,0,0,0,0,0,0,0,0,0,0.25,2.82,0,0,0,0,0,0,247,27,9,0.25,0.125,0.625,0.513,2.8,0,0,1.938,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
936,1,1,4,59,96,25.19685039,45,11.81102362,125,48,3009,5,587,469,4243,1113.648294,3,2,3,3,3,0,1,20134,138,41,11,5,3,0,0,0,0,0,0.25,3.81,0,0,0,0,0,0,642,7,9,0.333,0.133,0.533,0.379,3.267,1,0,1.441,2.422,774,0,0,96,2,57,3,7,32,33,20,94,2,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
937,1,1,4,0,0,0,0,0,217,11,1710,0,349,100,2387,623.2375979,3,2,3,3,3,0,1,20134,138,0,0,0,0,0,0,0,0,0,0.25,3.83,0,0,0,0,0,0,328,7,9,0.333,0.133,0.533,0.379,3.267,0.048,0.952,1.816,3.543,315,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
938,1,1,4,16,25,8.038585209,12,3.8585209,187,29,2633,0,135,0,2984,959.4855305,3,2,3,3,3,0,1,20134,138,11,3,1,1,0,0,0,0,0,0.25,3.11,0,0,0,0,0,0,216,7,9,0.333,0.133,0.533,0.379,3.267,1,0,1.682,3.143,88,0,0,0,0,16,1,2,8,9,5,25,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
939,1,1,4,0,0,0,0,0,266,82,5623,10,340,57,6378,1968.518519,3,2,3,3,3,0,1,20134,138,0,0,0,0,0,0,0,0,0,0.25,3.24,0,0,0,0,0,0,405,7,9,0.333,0.133,0.533,0.379,3.267,1,0,2.837,6.6,52,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
940,1,1,4,0,0,0,0,0,221,83,4376,0,100,0,4780,1267.904509,3,2,3,3,3,0,1,20134,138,0,0,0,0,0,0,0,0,0,0.25,3.77,0,0,0,0,0,0,304,7,9,0.333,0.133,0.533,0.379,3.267,1,0,0.126,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
941,1,1,4,0,0,0,0,0,1,0,786,0,6,0,793,297.0037453,3,2,3,3,3,0,1,20134,138,0,0,0,0,0,0,0,0,0,0.25,2.67,0,0,0,0,0,0,1,7,9,0.333,0.133,0.533,0.379,3.267,0,1,0.775,0.43,270,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
942,1,1,14,144,241,46.70542636,60,11.62790698,48,5,1828,0,20,36,1937,375.3875969,3,2,3,3,3,0,1,18854,304,43,34,22,45,0,0,0,0,0,0.1,5.16,0,0,0,0,0,0,89,26,10,0.4,0,0.6,0.457,2.625,0.223,0.777,1.531,6.241,354,0,0,0,0,144,2,3,132,90,13,220,21,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
943,1,1,14,0,0,0,0,0,0,0,844,0,12,31,887,169.9233716,3,2,3,3,3,0,1,18854,304,0,0,0,0,0,0,0,0,0,0.1,5.22,0,0,0,0,0,0,31,26,10,0.4,0,0.6,0.457,2.625,0.242,0.758,1.685,6.704,362,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
944,1,1,2,0,0,0,0,0,420,328,5174,54,500,10,6486,1715.873016,3,2,3,3,2,0,1,26238,266,0,0,0,0,0,0,0,0,0,0.25,3.78,0,0,0,0,0,0,758,7,9,0.333,0.133,0.533,0.379,3.267,1,0,2.266,7.241,42,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
945,1,1,2,0,0,0,0,0,44,3,3480,0,114,0,3641,1363.670412,3,2,3,3,2,0,1,26238,266,0,0,0,0,0,0,0,0,0,0.25,2.67,0,0,0,0,0,0,47,7,9,0.333,0.133,0.533,0.379,3.267,1,0,1.809,5.876,33,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
